"";"id1";"id2";"tradeno";"bid1";"bid2";"payoff1";"payoff2"
"1889";15;3;1889;"cooperate";"defect";0;5
"1890";10;13;1890;"cooperate";"defect";0;5
"1891";8;11;1891;"cooperate";"cooperate";4;4
"1892";2;9;1892;"cooperate";"defect";0;5
"1893";5;6;1893;"cooperate";"defect";0;5
"1894";7;1;1894;"cooperate";"cooperate";4;4
"1895";16;4;1895;"cooperate";"cooperate";4;4
"1896";14;12;1896;"cooperate";"cooperate";4;4
"1897";1;6;1897;"cooperate";"defect";0;5
"1898";5;13;1898;"cooperate";"defect";0;5
"1899";12;4;1899;"cooperate";"cooperate";4;4
"1900";7;9;1900;"defect";"defect";2;2
"1901";3;11;1901;"defect";"defect";2;2
"1902";10;15;1902;"cooperate";"cooperate";4;4
"1903";14;16;1903;"defect";"cooperate";5;0
"1904";8;2;1904;"cooperate";"cooperate";4;4
"1905";11;15;1905;"defect";"cooperate";5;0
"1906";1;8;1906;"cooperate";"cooperate";4;4
"1907";13;2;1907;"defect";"cooperate";5;0
"1908";4;16;1908;"cooperate";"cooperate";4;4
"1909";3;6;1909;"defect";"defect";2;2
"1910";12;7;1910;"cooperate";"cooperate";4;4
"1911";14;5;1911;"defect";"cooperate";5;0
"1912";9;10;1912;"defect";"cooperate";5;0
"1913";6;15;1913;"defect";"cooperate";5;0
"1914";8;7;1914;"cooperate";"cooperate";4;4
"1915";14;3;1915;"defect";"defect";2;2
"1916";2;12;1916;"cooperate";"defect";0;5
"1917";4;11;1917;"cooperate";"cooperate";4;4
"1918";13;9;1918;"defect";"defect";2;2
"1919";1;5;1919;"cooperate";"cooperate";4;4
"1920";10;16;1920;"cooperate";"cooperate";4;4
"1921";7;3;1921;"defect";"defect";2;2
"1922";11;13;1922;"cooperate";"defect";0;5
"1923";5;12;1923;"cooperate";"defect";0;5
"1924";4;1;1924;"cooperate";"cooperate";4;4
"1925";6;14;1925;"cooperate";"cooperate";4;4
"1926";10;15;1926;"cooperate";"cooperate";4;4
"1927";16;8;1927;"cooperate";"cooperate";4;4
"1928";9;2;1928;"defect";"cooperate";5;0
"1929";8;14;1929;"cooperate";"cooperate";4;4
"1930";13;16;1930;"defect";"cooperate";5;0
"1931";12;11;1931;"cooperate";"cooperate";4;4
"1932";15;2;1932;"cooperate";"cooperate";4;4
"1933";4;9;1933;"defect";"defect";2;2
"1934";7;6;1934;"cooperate";"cooperate";4;4
"1935";3;5;1935;"defect";"cooperate";5;0
"1936";10;1;1936;"cooperate";"cooperate";4;4
"1937";5;16;1937;"cooperate";"cooperate";4;4
"1938";7;10;1938;"cooperate";"cooperate";4;4
"1939";6;11;1939;"cooperate";"cooperate";4;4
"1940";8;14;1940;"cooperate";"cooperate";4;4
"1941";3;1;1941;"defect";"cooperate";5;0
"1942";15;9;1942;"cooperate";"defect";0;5
"1943";12;4;1943;"cooperate";"cooperate";4;4
"1944";2;13;1944;"cooperate";"defect";0;5
"1945";15;4;1945;"cooperate";"cooperate";4;4
"1946";7;8;1946;"cooperate";"cooperate";4;4
"1947";9;1;1947;"defect";"cooperate";5;0
"1948";14;10;1948;"defect";"cooperate";5;0
"1949";3;2;1949;"defect";"cooperate";5;0
"1950";16;12;1950;"cooperate";"defect";0;5
"1951";13;6;1951;"cooperate";"cooperate";4;4
"1952";5;11;1952;"cooperate";"defect";0;5
"1953";10;9;1953;"cooperate";"defect";0;5
"1954";14;7;1954;"cooperate";"cooperate";4;4
"1955";5;3;1955;"cooperate";"defect";0;5
"1956";11;16;1956;"defect";"cooperate";5;0
"1957";15;8;1957;"cooperate";"cooperate";4;4
"1958";12;13;1958;"cooperate";"cooperate";4;4
"1959";1;4;1959;"cooperate";"cooperate";4;4
"1960";6;2;1960;"defect";"cooperate";5;0
"1961";9;11;1961;"defect";"defect";2;2
"1962";7;4;1962;"cooperate";"cooperate";4;4
"1963";14;16;1963;"defect";"cooperate";5;0
"1964";12;1;1964;"defect";"cooperate";5;0
"1965";8;6;1965;"cooperate";"cooperate";4;4
"1966";5;3;1966;"cooperate";"defect";0;5
"1967";2;10;1967;"cooperate";"cooperate";4;4
"1968";15;13;1968;"cooperate";"defect";0;5
"1969";6;13;1969;"cooperate";"cooperate";4;4
"1970";14;9;1970;"defect";"defect";2;2
"1971";5;2;1971;"cooperate";"cooperate";4;4
"1972";15;7;1972;"cooperate";"cooperate";4;4
"1973";1;11;1973;"cooperate";"defect";0;5
"1974";4;16;1974;"cooperate";"cooperate";4;4
"1975";10;8;1975;"cooperate";"cooperate";4;4
"1976";3;12;1976;"defect";"defect";2;2
"1977";14;16;1977;"defect";"cooperate";5;0
"1978";5;11;1978;"cooperate";"defect";0;5
"1979";2;13;1979;"cooperate";"defect";0;5
"1980";1;9;1980;"cooperate";"defect";0;5
"1981";3;12;1981;"defect";"defect";2;2
"1982";15;7;1982;"cooperate";"cooperate";4;4
"1983";8;10;1983;"cooperate";"cooperate";4;4
"1984";6;4;1984;"cooperate";"cooperate";4;4
"1985";7;5;1985;"cooperate";"cooperate";4;4
"1986";9;16;1986;"defect";"cooperate";5;0
"1987";12;2;1987;"defect";"cooperate";5;0
"1988";1;15;1988;"cooperate";"cooperate";4;4
"1989";6;13;1989;"defect";"cooperate";5;0
"1990";8;3;1990;"defect";"defect";2;2
"1991";4;10;1991;"cooperate";"cooperate";4;4
"1992";14;11;1992;"cooperate";"cooperate";4;4
"1993";12;11;1993;"cooperate";"cooperate";4;4
"1994";5;10;1994;"cooperate";"cooperate";4;4
"1995";1;7;1995;"cooperate";"cooperate";4;4
"1996";16;6;1996;"cooperate";"defect";0;5
"1997";15;14;1997;"cooperate";"defect";0;5
"1998";9;3;1998;"defect";"defect";2;2
"1999";4;8;1999;"cooperate";"cooperate";4;4
"2000";2;13;2000;"cooperate";"defect";0;5
"2001";4;11;2001;"cooperate";"cooperate";4;4
"2002";15;13;2002;"cooperate";"defect";0;5
"2003";10;5;2003;"cooperate";"cooperate";4;4
"2004";1;12;2004;"cooperate";"defect";0;5
"2005";16;3;2005;"cooperate";"defect";0;5
"2006";9;8;2006;"defect";"defect";2;2
"2007";14;7;2007;"cooperate";"cooperate";4;4
"2008";6;2;2008;"defect";"cooperate";5;0
"2009";5;3;2009;"cooperate";"defect";0;5
"2010";9;7;2010;"defect";"defect";2;2
"2011";11;1;2011;"defect";"cooperate";5;0
"2012";2;12;2012;"cooperate";"defect";0;5
"2013";15;14;2013;"cooperate";"defect";0;5
"2014";13;16;2014;"defect";"cooperate";5;0
"2015";8;6;2015;"cooperate";"cooperate";4;4
"2016";10;4;2016;"cooperate";"cooperate";4;4
"2017";7;13;2017;"defect";"defect";2;2
"2018";15;10;2018;"cooperate";"cooperate";4;4
"2019";4;1;2019;"cooperate";"cooperate";4;4
"2020";6;3;2020;"defect";"defect";2;2
"2021";14;11;2021;"cooperate";"cooperate";4;4
"2022";9;2;2022;"defect";"cooperate";5;0
"2023";8;12;2023;"defect";"defect";2;2
"2024";5;16;2024;"cooperate";"cooperate";4;4
"2025";1;13;2025;"cooperate";"defect";0;5
"2026";9;2;2026;"defect";"cooperate";5;0
"2027";14;3;2027;"defect";"defect";2;2
"2028";16;10;2028;"cooperate";"cooperate";4;4
"2029";7;15;2029;"cooperate";"cooperate";4;4
"2030";8;11;2030;"cooperate";"cooperate";4;4
"2031";6;12;2031;"cooperate";"cooperate";4;4
"2032";4;5;2032;"cooperate";"cooperate";4;4
"2033";11;12;2033;"cooperate";"cooperate";4;4
"2034";1;7;2034;"cooperate";"cooperate";4;4
"2035";9;16;2035;"defect";"cooperate";5;0
"2036";4;2;2036;"cooperate";"cooperate";4;4
"2037";3;5;2037;"defect";"cooperate";5;0
"2038";8;15;2038;"cooperate";"cooperate";4;4
"2039";6;14;2039;"cooperate";"cooperate";4;4
"2040";13;10;2040;"defect";"cooperate";5;0
"2041";12;10;2041;"defect";"cooperate";5;0
"2042";2;8;2042;"cooperate";"cooperate";4;4
"2043";1;11;2043;"cooperate";"defect";0;5
"2044";14;3;2044;"defect";"defect";2;2
"2045";6;15;2045;"defect";"cooperate";5;0
"2046";5;7;2046;"cooperate";"cooperate";4;4
"2047";16;9;2047;"cooperate";"defect";0;5
"2048";4;13;2048;"cooperate";"cooperate";4;4
"2049";15;2;2049;"cooperate";"cooperate";4;4
"2050";14;10;2050;"defect";"cooperate";5;0
"2051";11;12;2051;"cooperate";"cooperate";4;4
"2052";5;7;2052;"cooperate";"cooperate";4;4
"2053";13;4;2053;"cooperate";"cooperate";4;4
"2054";3;1;2054;"defect";"cooperate";5;0
"2055";16;8;2055;"cooperate";"cooperate";4;4
"2056";9;6;2056;"defect";"defect";2;2
"2057";15;9;2057;"cooperate";"defect";0;5
"2058";6;4;2058;"cooperate";"cooperate";4;4
"2059";16;1;2059;"cooperate";"cooperate";4;4
"2060";10;2;2060;"cooperate";"cooperate";4;4
"2061";11;8;2061;"cooperate";"cooperate";4;4
"2062";3;12;2062;"defect";"defect";2;2
"2063";5;13;2063;"cooperate";"defect";0;5
"2064";7;14;2064;"cooperate";"cooperate";4;4
"2065";9;1;2065;"defect";"cooperate";5;0
"2066";12;6;2066;"cooperate";"cooperate";4;4
"2067";5;7;2067;"cooperate";"cooperate";4;4
"2068";11;15;2068;"defect";"cooperate";5;0
"2069";2;8;2069;"cooperate";"cooperate";4;4
"2070";13;4;2070;"cooperate";"cooperate";4;4
"2071";10;3;2071;"cooperate";"defect";0;5
"2072";14;16;2072;"defect";"cooperate";5;0
"2073";3;13;2073;"defect";"defect";2;2
"2074";14;2;2074;"defect";"cooperate";5;0
"2075";8;12;2075;"cooperate";"defect";0;5
"2076";5;7;2076;"cooperate";"cooperate";4;4
"2077";15;6;2077;"cooperate";"defect";0;5
"2078";1;11;2078;"cooperate";"defect";0;5
"2079";9;16;2079;"defect";"cooperate";5;0
"2080";4;10;2080;"cooperate";"cooperate";4;4
"2081";4;9;2081;"defect";"defect";2;2
"2082";1;14;2082;"cooperate";"defect";0;5
"2083";2;7;2083;"cooperate";"cooperate";4;4
"2084";10;15;2084;"cooperate";"cooperate";4;4
"2085";11;3;2085;"defect";"defect";2;2
"2086";6;13;2086;"cooperate";"defect";0;5
"2087";16;8;2087;"cooperate";"cooperate";4;4
"2088";12;5;2088;"defect";"cooperate";5;0
"2089";10;2;2089;"cooperate";"cooperate";4;4
"2090";12;6;2090;"cooperate";"cooperate";4;4
"2091";8;11;2091;"cooperate";"cooperate";4;4
"2092";3;7;2092;"defect";"defect";2;2
"2093";5;16;2093;"cooperate";"cooperate";4;4
"2094";15;1;2094;"cooperate";"cooperate";4;4
"2095";14;9;2095;"defect";"defect";2;2
"2096";13;4;2096;"cooperate";"cooperate";4;4
"2097";10;12;2097;"cooperate";"defect";0;5
"2098";15;1;2098;"cooperate";"cooperate";4;4
"2099";11;5;2099;"defect";"cooperate";5;0
"2100";4;3;2100;"defect";"defect";2;2
"2101";7;6;2101;"cooperate";"cooperate";4;4
"2102";8;2;2102;"cooperate";"cooperate";4;4
"2103";13;9;2103;"defect";"defect";2;2
"2104";16;14;2104;"cooperate";"defect";0;5
"2105";4;7;2105;"cooperate";"cooperate";4;4
"2106";8;1;2106;"cooperate";"cooperate";4;4
"2107";10;6;2107;"cooperate";"defect";0;5
"2108";16;9;2108;"cooperate";"defect";0;5
"2109";5;3;2109;"cooperate";"defect";0;5
"2110";12;15;2110;"defect";"cooperate";5;0
"2111";13;14;2111;"cooperate";"cooperate";4;4
"2112";2;11;2112;"cooperate";"defect";0;5
"2113";8;10;2113;"cooperate";"cooperate";4;4
"2114";12;14;2114;"cooperate";"cooperate";4;4
"2115";3;4;2115;"defect";"defect";2;2
"2116";9;11;2116;"defect";"defect";2;2
"2117";1;5;2117;"cooperate";"cooperate";4;4
"2118";16;7;2118;"cooperate";"cooperate";4;4
"2119";13;15;2119;"defect";"cooperate";5;0
"2120";6;2;2120;"defect";"cooperate";5;0
"2121";10;4;2121;"cooperate";"cooperate";4;4
"2122";5;12;2122;"cooperate";"defect";0;5
"2123";16;2;2123;"cooperate";"cooperate";4;4
"2124";13;14;2124;"cooperate";"cooperate";4;4
"2125";9;7;2125;"defect";"defect";2;2
"2126";8;15;2126;"cooperate";"cooperate";4;4
"2127";1;6;2127;"cooperate";"defect";0;5
"2128";11;3;2128;"defect";"defect";2;2
"2129";9;12;2129;"defect";"defect";2;2
"2130";15;5;2130;"cooperate";"cooperate";4;4
"2131";7;8;2131;"cooperate";"cooperate";4;4
"2132";16;1;2132;"cooperate";"cooperate";4;4
"2133";4;14;2133;"cooperate";"cooperate";4;4
"2134";11;3;2134;"defect";"defect";2;2
"2135";2;10;2135;"cooperate";"cooperate";4;4
"2136";13;6;2136;"cooperate";"cooperate";4;4
"2137";6;3;2137;"defect";"defect";2;2
"2138";1;2;2138;"cooperate";"cooperate";4;4
"2139";12;11;2139;"cooperate";"cooperate";4;4
"2140";13;5;2140;"defect";"cooperate";5;0
"2141";4;14;2141;"cooperate";"cooperate";4;4
"2142";10;7;2142;"cooperate";"cooperate";4;4
"2143";9;16;2143;"defect";"cooperate";5;0
"2144";8;15;2144;"cooperate";"cooperate";4;4
"2145";9;13;2145;"defect";"defect";2;2
"2146";8;6;2146;"cooperate";"cooperate";4;4
"2147";2;4;2147;"cooperate";"cooperate";4;4
"2148";7;12;2148;"cooperate";"cooperate";4;4
"2149";1;3;2149;"cooperate";"defect";0;5
"2150";10;15;2150;"cooperate";"cooperate";4;4
"2151";14;11;2151;"defect";"cooperate";5;0
"2152";16;5;2152;"cooperate";"cooperate";4;4
"2153";16;10;2153;"cooperate";"cooperate";4;4
"2154";7;12;2154;"cooperate";"cooperate";4;4
"2155";8;6;2155;"cooperate";"cooperate";4;4
"2156";3;4;2156;"defect";"defect";2;2
"2157";2;1;2157;"cooperate";"cooperate";4;4
"2158";9;5;2158;"defect";"cooperate";5;0
"2159";15;11;2159;"cooperate";"defect";0;5
"2160";13;14;2160;"cooperate";"cooperate";4;4
"2161";12;6;2161;"cooperate";"cooperate";4;4
"2162";1;9;2162;"cooperate";"defect";0;5
"2163";7;10;2163;"cooperate";"cooperate";4;4
"2164";11;5;2164;"defect";"cooperate";5;0
"2165";13;4;2165;"cooperate";"cooperate";4;4
"2166";3;8;2166;"defect";"defect";2;2
"2167";14;2;2167;"defect";"cooperate";5;0
"2168";15;16;2168;"cooperate";"cooperate";4;4
"2169";9;11;2169;"defect";"defect";2;2
"2170";7;16;2170;"cooperate";"cooperate";4;4
"2171";5;13;2171;"cooperate";"defect";0;5
"2172";6;8;2172;"cooperate";"cooperate";4;4
"2173";3;1;2173;"defect";"cooperate";5;0
"2174";12;2;2174;"defect";"cooperate";5;0
"2175";15;14;2175;"cooperate";"defect";0;5
"2176";4;10;2176;"cooperate";"cooperate";4;4
"2177";1;6;2177;"cooperate";"defect";0;5
"2178";14;9;2178;"defect";"defect";2;2
"2179";16;11;2179;"cooperate";"defect";0;5
"2180";12;3;2180;"defect";"defect";2;2
"2181";4;5;2181;"cooperate";"cooperate";4;4
"2182";8;10;2182;"cooperate";"cooperate";4;4
"2183";7;2;2183;"cooperate";"cooperate";4;4
"2184";13;15;2184;"defect";"cooperate";5;0
"2185";1;11;2185;"cooperate";"defect";0;5
"2186";15;2;2186;"cooperate";"cooperate";4;4
"2187";5;10;2187;"cooperate";"cooperate";4;4
"2188";14;3;2188;"defect";"defect";2;2
"2189";13;12;2189;"cooperate";"cooperate";4;4
"2190";6;4;2190;"cooperate";"cooperate";4;4
"2191";9;7;2191;"defect";"defect";2;2
"2192";8;16;2192;"cooperate";"cooperate";4;4
"2193";12;6;2193;"cooperate";"cooperate";4;4
"2194";13;8;2194;"defect";"defect";2;2
"2195";2;10;2195;"cooperate";"cooperate";4;4
"2196";7;3;2196;"defect";"defect";2;2
"2197";11;15;2197;"defect";"cooperate";5;0
"2198";5;4;2198;"cooperate";"cooperate";4;4
"2199";14;9;2199;"defect";"defect";2;2
"2200";1;16;2200;"cooperate";"cooperate";4;4
"2201";5;16;2201;"cooperate";"cooperate";4;4
"2202";11;2;2202;"defect";"cooperate";5;0
"2203";6;13;2203;"cooperate";"cooperate";4;4
"2204";3;1;2204;"defect";"cooperate";5;0
"2205";4;12;2205;"cooperate";"cooperate";4;4
"2206";15;8;2206;"cooperate";"cooperate";4;4
"2207";9;14;2207;"defect";"defect";2;2
"2208";10;7;2208;"cooperate";"cooperate";4;4
"2209";9;10;2209;"defect";"cooperate";5;0
"2210";13;4;2210;"cooperate";"cooperate";4;4
"2211";7;11;2211;"cooperate";"cooperate";4;4
"2212";8;1;2212;"cooperate";"cooperate";4;4
"2213";2;3;2213;"cooperate";"defect";0;5
"2214";12;6;2214;"cooperate";"cooperate";4;4
"2215";16;14;2215;"cooperate";"defect";0;5
"2216";15;5;2216;"cooperate";"cooperate";4;4
"2217";13;15;2217;"defect";"cooperate";5;0
"2218";8;5;2218;"cooperate";"cooperate";4;4
"2219";1;9;2219;"cooperate";"defect";0;5
"2220";7;4;2220;"cooperate";"cooperate";4;4
"2221";6;16;2221;"defect";"cooperate";5;0
"2222";14;11;2222;"defect";"defect";2;2
"2223";10;12;2223;"cooperate";"defect";0;5
"2224";2;3;2224;"cooperate";"defect";0;5
"2225";10;4;2225;"cooperate";"cooperate";4;4
"2226";11;9;2226;"defect";"defect";2;2
"2227";7;15;2227;"cooperate";"cooperate";4;4
"2228";12;3;2228;"defect";"defect";2;2
"2229";2;1;2229;"cooperate";"cooperate";4;4
"2230";13;8;2230;"defect";"defect";2;2
"2231";5;16;2231;"cooperate";"cooperate";4;4
"2232";14;6;2232;"cooperate";"cooperate";4;4
"2233";11;4;2233;"cooperate";"cooperate";4;4
"2234";15;9;2234;"cooperate";"defect";0;5
"2235";8;6;2235;"cooperate";"cooperate";4;4
"2236";13;12;2236;"cooperate";"cooperate";4;4
"2237";3;2;2237;"defect";"cooperate";5;0
"2238";10;16;2238;"cooperate";"cooperate";4;4
"2239";1;7;2239;"cooperate";"cooperate";4;4
"2240";5;14;2240;"cooperate";"defect";0;5
"2241";7;8;2241;"cooperate";"cooperate";4;4
"2242";15;11;2242;"cooperate";"defect";0;5
"2243";14;9;2243;"defect";"defect";2;2
"2244";12;2;2244;"defect";"cooperate";5;0
"2245";4;13;2245;"cooperate";"cooperate";4;4
"2246";10;6;2246;"cooperate";"defect";0;5
"2247";3;5;2247;"defect";"cooperate";5;0
"2248";1;16;2248;"cooperate";"cooperate";4;4
"2249";4;14;2249;"cooperate";"cooperate";4;4
"2250";8;7;2250;"cooperate";"cooperate";4;4
"2251";15;10;2251;"cooperate";"cooperate";4;4
"2252";11;1;2252;"defect";"cooperate";5;0
"2253";5;9;2253;"cooperate";"defect";0;5
"2254";6;13;2254;"cooperate";"cooperate";4;4
"2255";2;16;2255;"cooperate";"cooperate";4;4
"2256";12;3;2256;"defect";"defect";2;2
"2257";14;10;2257;"defect";"cooperate";5;0
"2258";1;3;2258;"cooperate";"defect";0;5
"2259";13;11;2259;"cooperate";"defect";0;5
"2260";8;7;2260;"cooperate";"cooperate";4;4
"2261";2;5;2261;"cooperate";"cooperate";4;4
"2262";4;12;2262;"cooperate";"cooperate";4;4
"2263";15;9;2263;"cooperate";"defect";0;5
"2264";16;6;2264;"cooperate";"defect";0;5
"2265";12;16;2265;"defect";"cooperate";5;0
"2266";6;5;2266;"defect";"cooperate";5;0
"2267";15;10;2267;"cooperate";"cooperate";4;4
"2268";9;8;2268;"defect";"defect";2;2
"2269";11;1;2269;"defect";"cooperate";5;0
"2270";4;2;2270;"cooperate";"cooperate";4;4
"2271";14;13;2271;"cooperate";"cooperate";4;4
"2272";7;3;2272;"defect";"defect";2;2
"2273";15;16;2273;"cooperate";"cooperate";4;4
"2274";13;3;2274;"defect";"defect";2;2
"2275";5;11;2275;"cooperate";"defect";0;5
"2276";10;7;2276;"cooperate";"cooperate";4;4
"2277";2;1;2277;"cooperate";"cooperate";4;4
"2278";12;14;2278;"cooperate";"cooperate";4;4
"2279";9;4;2279;"defect";"defect";2;2
"2280";8;6;2280;"cooperate";"cooperate";4;4
"2281";6;15;2281;"defect";"cooperate";5;0
"2282";1;4;2282;"cooperate";"cooperate";4;4
"2283";3;12;2283;"defect";"defect";2;2
"2284";2;13;2284;"cooperate";"defect";0;5
"2285";8;16;2285;"cooperate";"cooperate";4;4
"2286";11;9;2286;"defect";"defect";2;2
"2287";14;10;2287;"defect";"cooperate";5;0
"2288";5;7;2288;"cooperate";"cooperate";4;4
"2289";6;4;2289;"cooperate";"cooperate";4;4
"2290";13;7;2290;"defect";"defect";2;2
"2291";5;12;2291;"cooperate";"defect";0;5
"2292";1;3;2292;"cooperate";"defect";0;5
"2293";8;9;2293;"defect";"defect";2;2
"2294";14;16;2294;"defect";"cooperate";5;0
"2295";15;10;2295;"cooperate";"cooperate";4;4
"2296";11;2;2296;"defect";"cooperate";5;0
"2297";6;7;2297;"cooperate";"cooperate";4;4
"2298";10;4;2298;"cooperate";"cooperate";4;4
"2299";5;1;2299;"cooperate";"cooperate";4;4
"2300";2;13;2300;"cooperate";"defect";0;5
"2301";8;3;2301;"defect";"defect";2;2
"2302";12;11;2302;"cooperate";"cooperate";4;4
"2303";16;15;2303;"cooperate";"cooperate";4;4
"2304";9;14;2304;"defect";"defect";2;2
"2305";10;7;2305;"cooperate";"cooperate";4;4
"2306";2;14;2306;"cooperate";"defect";0;5
"2307";3;4;2307;"defect";"defect";2;2
"2308";8;15;2308;"cooperate";"cooperate";4;4
"2309";5;1;2309;"cooperate";"cooperate";4;4
"2310";11;6;2310;"cooperate";"cooperate";4;4
"2311";16;12;2311;"cooperate";"defect";0;5
"2312";9;13;2312;"defect";"defect";2;2
"2313";9;15;2313;"defect";"cooperate";5;0
"2314";5;2;2314;"cooperate";"cooperate";4;4
"2315";12;3;2315;"defect";"defect";2;2
"2316";8;7;2316;"cooperate";"cooperate";4;4
"2317";10;14;2317;"cooperate";"defect";0;5
"2318";6;4;2318;"cooperate";"cooperate";4;4
"2319";16;1;2319;"cooperate";"cooperate";4;4
"2320";11;13;2320;"cooperate";"defect";0;5
"2321";1;14;2321;"cooperate";"defect";0;5
"2322";13;9;2322;"defect";"defect";2;2
"2323";3;2;2323;"defect";"cooperate";5;0
"2324";11;7;2324;"cooperate";"cooperate";4;4
"2325";8;10;2325;"cooperate";"cooperate";4;4
"2326";4;16;2326;"cooperate";"cooperate";4;4
"2327";12;15;2327;"defect";"cooperate";5;0
"2328";5;6;2328;"cooperate";"defect";0;5
"2329";9;13;2329;"defect";"defect";2;2
"2330";16;8;2330;"cooperate";"cooperate";4;4
"2331";14;5;2331;"defect";"cooperate";5;0
"2332";11;12;2332;"defect";"cooperate";5;0
"2333";6;7;2333;"cooperate";"cooperate";4;4
"2334";4;3;2334;"defect";"defect";2;2
"2335";10;15;2335;"cooperate";"cooperate";4;4
"2336";2;1;2336;"cooperate";"cooperate";4;4
"2337";15;8;2337;"cooperate";"cooperate";4;4
"2338";12;1;2338;"defect";"cooperate";5;0
"2339";2;7;2339;"cooperate";"cooperate";4;4
"2340";13;5;2340;"defect";"cooperate";5;0
"2341";3;16;2341;"defect";"cooperate";5;0
"2342";6;10;2342;"defect";"cooperate";5;0
"2343";11;9;2343;"defect";"defect";2;2
"2344";14;4;2344;"cooperate";"cooperate";4;4
"2345";9;11;2345;"defect";"defect";2;2
"2346";3;7;2346;"defect";"defect";2;2
"2347";4;8;2347;"cooperate";"cooperate";4;4
"2348";12;5;2348;"defect";"cooperate";5;0
"2349";13;16;2349;"defect";"cooperate";5;0
"2350";15;2;2350;"cooperate";"cooperate";4;4
"2351";14;6;2351;"cooperate";"cooperate";4;4
"2352";1;10;2352;"cooperate";"cooperate";4;4
"2353";7;14;2353;"cooperate";"cooperate";4;4
"2354";1;5;2354;"cooperate";"cooperate";4;4
"2355";2;3;2355;"cooperate";"defect";0;5
"2356";13;11;2356;"cooperate";"defect";0;5
"2357";6;15;2357;"defect";"cooperate";5;0
"2358";8;16;2358;"cooperate";"cooperate";4;4
"2359";10;12;2359;"cooperate";"defect";0;5
"2360";9;4;2360;"defect";"defect";2;2
"2361";12;13;2361;"cooperate";"cooperate";4;4
"2362";3;6;2362;"defect";"defect";2;2
"2363";14;2;2363;"defect";"cooperate";5;0
"2364";16;8;2364;"cooperate";"cooperate";4;4
"2365";7;9;2365;"defect";"defect";2;2
"2366";11;10;2366;"defect";"cooperate";5;0
"2367";4;1;2367;"cooperate";"cooperate";4;4
"2368";5;15;2368;"cooperate";"cooperate";4;4
"2369";14;8;2369;"cooperate";"cooperate";4;4
"2370";11;15;2370;"defect";"cooperate";5;0
"2371";10;7;2371;"cooperate";"cooperate";4;4
"2372";9;2;2372;"defect";"cooperate";5;0
"2373";1;6;2373;"cooperate";"defect";0;5
"2374";3;12;2374;"defect";"defect";2;2
"2375";16;13;2375;"cooperate";"defect";0;5
"2376";5;4;2376;"cooperate";"cooperate";4;4
"2377";14;6;2377;"defect";"cooperate";5;0
"2378";15;8;2378;"cooperate";"cooperate";4;4
"2379";2;3;2379;"cooperate";"defect";0;5
"2380";11;10;2380;"defect";"cooperate";5;0
"2381";12;7;2381;"cooperate";"cooperate";4;4
"2382";13;16;2382;"defect";"cooperate";5;0
"2383";1;5;2383;"cooperate";"cooperate";4;4
"2384";9;4;2384;"defect";"defect";2;2
"2385";9;6;2385;"defect";"defect";2;2
"2386";3;5;2386;"defect";"cooperate";5;0
"2387";16;11;2387;"cooperate";"defect";0;5
"2388";7;14;2388;"cooperate";"cooperate";4;4
"2389";1;10;2389;"cooperate";"cooperate";4;4
"2390";2;4;2390;"cooperate";"cooperate";4;4
"2391";12;13;2391;"cooperate";"cooperate";4;4
"2392";8;15;2392;"cooperate";"cooperate";4;4
"2393";3;5;2393;"defect";"cooperate";5;0
"2394";2;1;2394;"cooperate";"cooperate";4;4
"2395";4;12;2395;"cooperate";"cooperate";4;4
"2396";15;7;2396;"cooperate";"cooperate";4;4
"2397";9;10;2397;"defect";"cooperate";5;0
"2398";16;14;2398;"cooperate";"defect";0;5
"2399";8;11;2399;"cooperate";"cooperate";4;4
"2400";13;6;2400;"cooperate";"cooperate";4;4
"2401";16;6;2401;"cooperate";"defect";0;5
"2402";3;12;2402;"defect";"defect";2;2
"2403";13;10;2403;"defect";"cooperate";5;0
"2404";1;8;2404;"cooperate";"cooperate";4;4
"2405";15;11;2405;"cooperate";"defect";0;5
"2406";4;7;2406;"cooperate";"cooperate";4;4
"2407";9;2;2407;"defect";"cooperate";5;0
"2408";5;14;2408;"cooperate";"defect";0;5
"2409";9;12;2409;"defect";"defect";2;2
"2410";2;7;2410;"cooperate";"cooperate";4;4
"2411";16;10;2411;"cooperate";"cooperate";4;4
"2412";15;13;2412;"cooperate";"defect";0;5
"2413";3;6;2413;"defect";"defect";2;2
"2414";11;1;2414;"defect";"cooperate";5;0
"2415";4;5;2415;"cooperate";"cooperate";4;4
"2416";14;8;2416;"cooperate";"cooperate";4;4
"2417";14;7;2417;"cooperate";"cooperate";4;4
"2418";4;13;2418;"cooperate";"cooperate";4;4
"2419";9;12;2419;"defect";"defect";2;2
"2420";6;16;2420;"defect";"cooperate";5;0
"2421";2;1;2421;"cooperate";"cooperate";4;4
"2422";11;10;2422;"defect";"cooperate";5;0
"2423";15;5;2423;"cooperate";"cooperate";4;4
"2424";3;8;2424;"defect";"defect";2;2
"2425";5;16;2425;"cooperate";"cooperate";4;4
"2426";14;8;2426;"cooperate";"cooperate";4;4
"2427";13;15;2427;"defect";"cooperate";5;0
"2428";10;12;2428;"cooperate";"defect";0;5
"2429";4;11;2429;"cooperate";"cooperate";4;4
"2430";9;6;2430;"defect";"defect";2;2
"2431";1;2;2431;"cooperate";"cooperate";4;4
"2432";7;3;2432;"defect";"defect";2;2
